UNIDADE;INSPECAO;Grupo;ITEM
72046561;7200882023;646;2
72301244;7200892023;243;2
72301244;7200892023;243;3
72308028;7200902023;243;2
72308028;7200902023;243;3
72301597;7200912023;243;2
72301597;7200912023;243;3
72025213;7200922023;646;2
72302003;7200962023;243;2
72302020;7200982023;243;2
72302020;7200982023;243;3
72301066;7201032023;243;2
72301121;7201042023;243;3
72300965;7201062023;243;2
72300965;7201062023;243;3
72301015;7201122023;243;2
72301015;7201122023;243;3
72300949;7201162023;243;2
72300949;7201162023;243;3
72300868;7201212023;243;2
72301295;7201242023;243;2
72300639;7201312023;243;2
72300639;7201312023;243;3
74027754;7400012023;646;2
74027666;7400022023;646;2
74027730;7400052023;646;2
74027741;7400062023;646;2
74027712;7400112023;646;2
74027707;7400132023;646;2
74027686;7400142023;646;2
74304143;7400222023;243;3
74027747;7400252023;646;2
74305514;7400262023;243;2
74304828;7400272023;243;2
74304879;7400282023;243;2
74304895;7400292023;243;2
74304933;7400302023;243;2
74027736;7400342023;646;2
74304500;7400352023;243;2
74304500;7400352023;243;3
74304437;7400362023;243;2
74304429;7400382023;243;2
74303651;7400392023;243;2
74304003;7400402023;243;3
74306324;7400412023;243;2
74306324;7400412023;243;3
74306260;7400422023;243;2
74306260;7400422023;243;3
74306201;7400432023;243;2
74306201;7400432023;243;3
74304810;7400452023;243;2
74304917;7400462023;243;2
74304062;7400472023;243;2
74304348;7400482023;243;2
74303970;7400492023;243;2
74058286;7400502023;646;3
74027746;7400512023;646;2
74300709;7400522023;243;3
74027752;7400542023;646;3
74027708;7400552023;646;2
74424842;7400562023;646;2
74027748;7400572023;646;2
74301454;7400582023;243;2
74301543;7400592023;243;2
74027762;7400602023;646;2
74027704;7400612023;646;2
74305905;7400642023;243;3
74027720;7400682023;646;2
74306413;7400702023;243;2
74306413;7400702023;243;3
74027739;7400762023;646;2
74027739;7400762023;646;3
74027873;7400782023;646;2
74027700;7400802023;646;2
74027734;7400812023;646;2
74303180;7400852023;243;2
74027688;7400862023;646;2
74027706;7400872023;646;2
74035626;7400882023;646;2
74027669;7400892023;646;2
74306740;7400932023;243;2
74307011;7400952023;243;2
74307134;7400962023;243;2
74306952;7400972023;243;2
74306952;7400972023;243;3
74307185;7400982023;243;3
74027761;7400992023;646;2
74027716;7401022023;646;2
74306839;7401032023;243;2
74307517;7401042023;243;2
74307517;7401042023;243;3
74307452;7401052023;243;3
74027780;7401082023;646;2
74027780;7401082023;646;3
74027758;7401112023;646;2
74027779;7401282023;646;1
74027779;7401282023;646;2
74306821;7401292023;243;2
74302175;7401312023;243;2
74027863;7401382023;646;2
74303589;7401412023;243;3
74307169;7401422023;243;2
74307169;7401422023;243;3
74303481;7401432023;243;3
74302434;7401472023;243;3
74303520;7401482023;243;2
74302523;7401502023;243;3
74027721;7401522023;646;2
74303341;7401532023;243;3
74303244;7401562023;243;2
74424840;7401592023;646;2
74302370;7401642023;243;2
74302370;7401642023;243;3
74423166;7401692023;646;2
74027689;7401742023;646;3
74027725;7401752023;646;2
74301829;7401762023;243;1
74301829;7401762023;243;3
74027732;7401772023;646;2
74301799;7401782023;243;2
74301799;7401782023;243;3
74302493;7401802023;243;2
74303601;7401812023;243;3
74302060;7401822023;243;2
74302060;7401822023;243;3
74302078;7401832023;243;1
74302078;7401832023;243;3
74059262;7401862023;646;2
74027679;7401872023;646;2
74027871;7401882023;646;2
74027871;7401882023;646;3
74301713;7401892023;243;2
74302035;7401902023;243;2
74302035;7401902023;243;3
74027667;7401912023;646;2
74301764;7401922023;243;3
74303384;7401932023;243;2
74303384;7401932023;243;3
74027760;7401942023;646;2
74027760;7401942023;646;3
74027705;7401972023;646;2
74027705;7401972023;646;3
74301586;7401992023;243;2
74301748;7402022023;243;2
74301748;7402022023;243;3
74027745;7402032023;646;2
74027745;7402032023;646;3
74301896;7402042023;243;2
74301896;7402042023;243;3
74027763;7402132023;646;2
74027672;7402152023;646;2
74027672;7402152023;646;3
75300605;7500032023;243;3
75300338;7500062023;243;3
75300940;7500072023;243;1
75300940;7500072023;243;3
75300109;7500082023;243;3
75300095;7500092023;243;1
75300095;7500092023;243;2
75300273;7500102023;243;2
75058993;7500112023;646;1
75301431;7500122023;243;3
75301504;7500142023;243;3
75300401;7500172023;243;1
75300401;7500172023;243;2
75300401;7500172023;243;3
75300451;7500222023;243;2
75300451;7500222023;243;3
75300427;7500342023;243;3
75300494;7500362023;243;3
3432066;300052023;429;1
