02/05/2023 07:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
02/05/2023 07:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
02/05/2023 07:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
02/05/2023 07:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
02/05/2023 07:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
02/05/2023 07:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
02/05/2023 07:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
02/05/2023 07:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
02/05/2023 07:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
02/05/2023 07:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
02/05/2023 07:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
02/05/2023 07:05;Mensagens.cfm;rotina 24;Resgate do limbo
03/05/2023 01:05;Mensagens.cfm;rotina 1;GERAR INDICADORES SLNC e PRCI SALVAR PARACERUNIDADE para SLNCPRCIDCGIMES
03/05/2023 01:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
03/05/2023 01:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
03/05/2023 01:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
03/05/2023 01:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
03/05/2023 01:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
03/05/2023 01:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
03/05/2023 01:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
03/05/2023 01:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
03/05/2023 01:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
03/05/2023 01:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
03/05/2023 01:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
03/05/2023 01:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
03/05/2023 01:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
03/05/2023 01:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
03/05/2023 01:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
03/05/2023 01:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
03/05/2023 01:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
03/05/2023 01:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
03/05/2023 01:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
03/05/2023 01:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
03/05/2023 01:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
03/05/2023 01:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
03/05/2023 01:05;Mensagens.cfm;rotina 24;Resgate do limbo
04/05/2023 07:05;Mensagens.cfm;rotina 1;GERAR INDICADORES SLNC e PRCI SALVAR PARACERUNIDADE para SLNCPRCIDCGIMES
04/05/2023 07:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
04/05/2023 07:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
04/05/2023 07:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
04/05/2023 07:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
04/05/2023 07:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
04/05/2023 07:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
04/05/2023 07:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
04/05/2023 07:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
04/05/2023 07:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
04/05/2023 07:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
04/05/2023 07:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
04/05/2023 07:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
04/05/2023 07:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
04/05/2023 07:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
04/05/2023 07:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
04/05/2023 07:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
04/05/2023 07:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
04/05/2023 07:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
04/05/2023 07:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
04/05/2023 07:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
04/05/2023 07:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
04/05/2023 07:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
04/05/2023 07:05;Mensagens.cfm;rotina 24;Resgate do limbo
05/05/2023 06:05;Mensagens.cfm;rotina 1;GERAR INDICADORES SLNC e PRCI SALVAR PARACERUNIDADE para SLNCPRCIDCGIMES
05/05/2023 06:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
05/05/2023 06:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
05/05/2023 06:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
05/05/2023 06:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
05/05/2023 06:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
05/05/2023 06:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
05/05/2023 06:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
05/05/2023 06:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
05/05/2023 06:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
05/05/2023 06:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
05/05/2023 06:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
05/05/2023 06:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
05/05/2023 06:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
05/05/2023 06:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
05/05/2023 06:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
05/05/2023 06:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
05/05/2023 06:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
05/05/2023 06:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
05/05/2023 06:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
05/05/2023 06:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
05/05/2023 06:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
05/05/2023 06:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
05/05/2023 06:05;Mensagens.cfm;rotina 24;Resgate do limbo
06/05/2023 08:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
06/05/2023 08:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
06/05/2023 08:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
06/05/2023 08:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
06/05/2023 08:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
06/05/2023 08:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
06/05/2023 08:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
06/05/2023 08:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
06/05/2023 08:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
06/05/2023 08:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
06/05/2023 08:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
06/05/2023 08:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
06/05/2023 08:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
06/05/2023 08:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
06/05/2023 08:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
06/05/2023 08:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
06/05/2023 08:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
06/05/2023 08:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
06/05/2023 08:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
06/05/2023 08:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
06/05/2023 08:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
06/05/2023 08:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
06/05/2023 08:05;Mensagens.cfm;rotina 24;Resgate do limbo
07/05/2023 09:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
07/05/2023 09:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
07/05/2023 09:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
07/05/2023 09:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
07/05/2023 09:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
07/05/2023 09:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
07/05/2023 09:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
07/05/2023 09:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
07/05/2023 09:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
07/05/2023 09:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
07/05/2023 09:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
07/05/2023 09:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
07/05/2023 09:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
07/05/2023 09:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
07/05/2023 09:05;Mensagens.cfm;rotina 16; Rotinas de cobranças semanal por email semanal ao Orgao Subordinador de forma agrupado para o Status = 4-PO
07/05/2023 09:05;Mensagens.cfm;rotina 17; Rotinas de cobranças semanal por email as UNIDADES agrupado para o Status = 2-PU e 20-PF
07/05/2023 09:05;Mensagens.cfm;rotina 18; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
07/05/2023 09:05;Mensagens.cfm;rotina 19; Rotinas de cobranças semanal por email semanal às Àreas de forma agrupado para o Status = 5-PA
07/05/2023 09:05;Mensagens.cfm;rotina 20;aviso por e-mail aos Status 0-RE ou 11-EL com 1(um) ou mais dias no SNCI
07/05/2023 09:05;Mensagens.cfm;rotina 21;aviso por e-mail aos Status 1-RU, 6-RA, 7-RS, 21-RV, 22-RO que Pos_DtPosic possui mais de 14 dias corridos
07/05/2023 09:05;Mensagens.cfm;rotina 22;Aviso por e-mail aos Status 28-EA = EM ANALISE aos seus respectivos SGCIN/SCIA
07/05/2023 09:05;Mensagens.cfm;rotina 23;Mudar o Status de 10 para TRATAMENTO
07/05/2023 09:05;Mensagens.cfm;rotina 24;Resgate do limbo
08/05/2023 06:05;Mensagens.cfm;rotina 2;Mudar o Status de 14 para 2(Proprias) ou 20(AGF) cuja Pos_DtPrev_Solucao esta vencida
08/05/2023 06:05;Mensagens.cfm;rotina 3;Mudar de Status 15-TU para o Status 2-PU OU 16-TS
08/05/2023 06:05;Mensagens.cfm;rotina 4;Mudar de Status 2-PU para 16-TS
08/05/2023 06:05;Mensagens.cfm;rotina 5;DE 18-TF - TRATAMENTO PARA 20-PF-PENDENTE OU 26-NC GERAT OU GEOPE
08/05/2023 06:05;Mensagens.cfm;rotina 6;Mudar 20 - PENDENTE DE TERCEIRIZADA para 26-NC Não Regularizado(Aplicar CFP)
08/05/2023 06:05;Mensagens.cfm;rotina 7;aptos a mudarem status 16 para 4 quando estiverem com a Pos_DtPrev_Solucao vencida nos 10 dias oferecidos
08/05/2023 06:05;Mensagens.cfm;rotina 8;aptos a mudarem de status de 19, quando data Pos_DtPrev_Solucao for maior em 45 dias, para status = 5-PA-PENDENTE DE AREA
08/05/2023 06:05;Mensagens.cfm;rotina 9;Mudar o Status de 23-TO Tratamento Superintendencia para 8-SE Pendente Superintendencia
08/05/2023 06:05;Mensagens.cfm;rotina 10;Aviso por e-mail agrupado para os status 14-NR Quando da falta  DE 5 a 1 dias do vencto na  Pos_DtPrev_Solucao para PROPRIAS e TERCEIRIZADAS
08/05/2023 06:05;Mensagens.cfm;rotina 11;Pré-alerta por e-mail para Unidade para os status = (15-TU) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
08/05/2023 06:05;Mensagens.cfm;rotina 12;Pré-alerta por e-mail para Unidade para os status = (18-TF) e que a data Pos_DtPrev_Solucao esteja apenas a 5(cinco) dias do vencimento
08/05/2023 06:05;Mensagens.cfm;rotina 13; pré-alerta Orgao subordinador com e-mail agrupado e classif. (Pos_Unidade, Pos_Inspecao, Pos_NumGrupo, Pos_NumItem) status 16 e data Pos_DtPrev_Solucao já ultrapassa o 5º neste status
08/05/2023 06:05;Mensagens.cfm;rotina 14;rotina PRÉ-ALERTA status 19 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
08/05/2023 06:05;Mensagens.cfm;rotina 15;rotina PRÉ-ALERTA status 23 e data Pos_DtPrev_Solucao ESTÁ DE 0 A 5 DIAS DO VENCTO
